State_Name,District,Sub_District,Financial_Year,Month,Indicator_Code,Indicator_Name,Code,Section,Public,Private,Rural,Urban
Odisha,Koraput,Nandapur,2021-2022,January  ,15.2.1,Number of Hb tests conducted,M15 ,Laboratory Testing,1374,0,1374,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",M15 ,Laboratory Testing,22,0,22,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.1.a,Male HIV - Number Tested (by finger prick test),M15 ,Laboratory Testing,180,0,180,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.1.b,Male HIV - Number Positive,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.2.a,Female Non ANC HIV - Number Tested (by finger prick test),M15 ,Laboratory Testing,46,0,46,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.2.b,Female Non ANC HIV - Number Positive,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.3.a,Number of pregnant women screened for HIV (by finger prick test),M15 ,Laboratory Testing,234,0,234,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.3.b,"Out of the above, number screened positive",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,M15 ,Laboratory Testing,2,0,2,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.4.b,Number of Male STI/RTI attendeees found sero Positive for syphilis,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.4.c,Number of Female(Non ANC)STI/RTI attendees tested for syphilis,M15 ,Laboratory Testing,7,0,7,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.3.4.d,Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.4.1,Widal tests - Number Tested,M15 ,Laboratory Testing,2,0,2,0
Odisha,Koraput,Nandapur,2021-2022,January  ,15.4.2,Widal tests - Number Positive,M15 ,Laboratory Testing,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.1,Total number of pregnant women registered for ANC,M1 ,Ante Natal Care (ANC),58,0,58,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",M1 ,Ante Natal Care (ANC),58,0,58,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.2.1,Number of PW given TT1/ Td1,M1 ,Ante Natal Care (ANC),48,0,48,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.2.2,Number of PW given TT2 / Td2,M1 ,Ante Natal Care (ANC),49,0,49,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.2.3,Number of PW given TT Booster/ Td Booster,M1 ,Ante Natal Care (ANC),16,0,16,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.2.4,Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,M1 ,Ante Natal Care (ANC),53,0,53,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.2.5,Number of PW provided full Course 360 Calcium tablets,M1 ,Ante Natal Care (ANC),53,0,53,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,M1 ,Ante Natal Care (ANC),38,0,38,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.2.7,Number of PW received 4 or more ANC check ups,M1 ,Ante Natal Care (ANC),55,0,55,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.3.1,New cases of PW with hypertension detected,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,M1 ,Ante Natal Care (ANC),55,0,55,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.4.2,Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),M1 ,Ante Natal Care (ANC),42,0,42,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.4.3,Number of PW having Hb level<7 (out of total tested cases),M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.6.1.a,Number of PW tested using POC test for Syphilis,M1 ,Ante Natal Care (ANC),51,0,51,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,1.6.1.b,"Out of above,number of PW found sero positive for Syphilis",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),M2 ,Deliveries,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,2.1.2,Number of PW given Tablet Misoprostol during home delivery,M2 ,Deliveries,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,M2 ,Deliveries,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,2.2,Number of Institutional Deliveries conducted (Including C-Sections),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,M2 ,Deliveries,36,0,36,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,4.1.1.b,Live Birth - Female,M4 ,Pregnancy outcome & details of new-born,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,4.2,Abortion (spontaneous),M4 ,Pregnancy outcome & details of new-born,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,4.4.1,Number of newborns weighed at birth,M4 ,Pregnancy outcome & details of new-born,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,4.4.3,Number of Newborns breast fed within 1 hour of birth ,M4 ,Pregnancy outcome & details of new-born,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,6.1,Women receiving 1st post partum checkups within 48 hours of home delivery,M6 ,Post Natal Care (PNC),2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,M6 ,Post Natal Care (PNC),43,0,43,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,6.3,Number of mothers provided full course of 180 IFA tablets after delivery,M6 ,Post Natal Care (PNC),50,0,50,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,6.4,Number of mothers provided full course of 360 Calcium tablets after delivery,M6 ,Post Natal Care (PNC),50,0,50,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,8.12,Number of Combined Oral Pill cycles distributed,M8 ,Family Planning,105,0,105,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,8.13,Number of Condom pieces distributed,M8 ,Family Planning,152,0,152,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,8.16,Number of Pregnancy Test Kits (PTK) used,M8 ,Family Planning,15,0,15,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.2,Child immunisation - BCG,M9 ,CHILD IMMUNISATION,7,0,7,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.3,Child immunisation - DPT1,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.4,Child immunisation - DPT2,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.5,Child immunisation - DPT3,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.6,Child immunisation - Pentavalent 1,M9 ,CHILD IMMUNISATION,39,0,39,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.7,Child immunisation - Pentavalent 2,M9 ,CHILD IMMUNISATION,36,0,36,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.8,Child immunisation - Pentavalent 3,M9 ,CHILD IMMUNISATION,35,0,35,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.10,Child immunisation - OPV1,M9 ,CHILD IMMUNISATION,39,0,39,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.11,Child immunisation - OPV2,M9 ,CHILD IMMUNISATION,36,0,36,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.12,Child immunisation - OPV3,M9 ,CHILD IMMUNISATION,35,0,35,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.17,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),M9 ,CHILD IMMUNISATION,33,0,33,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.18,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),M9 ,CHILD IMMUNISATION,34,0,34,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.19,Child immunisation - Rotavirus 1,M9 ,CHILD IMMUNISATION,39,0,39,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.20,Child immunisation - Rotavirus 2,M9 ,CHILD IMMUNISATION,36,0,36,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.21,Child immunisation - Rotavirus 3,M9 ,CHILD IMMUNISATION,35,0,35,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.22,Child Immunisation- PCV 1,M9 ,CHILD IMMUNISATION,39,0,39,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.23,Child Immunisation- PCV 2,M9 ,CHILD IMMUNISATION,38,0,38,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.1.24,Child Immunisation- PCV Booster,M9 ,CHILD IMMUNISATION,6,0,6,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,M9 ,CHILD IMMUNISATION,72,0,72,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.2.2,Child immunisation (9-11months) - Measles 1st dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.2.3,Child immunisation (9-11months) - JE 1st dose,M9 ,CHILD IMMUNISATION,72,0,72,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,M9 ,CHILD IMMUNISATION,36,0,36,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,M9 ,CHILD IMMUNISATION,36,0,36,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),M9 ,CHILD IMMUNISATION,45,0,45,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.4.3,Child immunisation - DPT 1st Booster,M9 ,CHILD IMMUNISATION,45,0,45,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.4.4,Child immunisation - OPV Booster,M9 ,CHILD IMMUNISATION,45,0,45,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,M9 ,CHILD IMMUNISATION,45,0,45,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.5.2,Children more than 5 years received DPT5 (2nd Booster),M9 ,CHILD IMMUNISATION,53,0,53,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.5.3,Children more than 10 years received TT10/ Td10,M9 ,CHILD IMMUNISATION,23,0,23,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.5.4,Children more than 16 years received TT16/ Td16,M9 ,CHILD IMMUNISATION,21,0,21,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.7.1,Immunisation sessions planned,M9 ,CHILD IMMUNISATION,22,0,22,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.7.2,Immunisation sessions held,M9 ,CHILD IMMUNISATION,22,0,22,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.7.3,Number of Immunisation sessions where ASHAs were present,M9 ,CHILD IMMUNISATION,22,0,22,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.8.1,Child immunisation - Vitamin A Dose - 1,M9 ,CHILD IMMUNISATION,72,0,72,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),M9 ,CHILD IMMUNISATION,715,0,715,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,9.11,Number of severely underweight children provided Health Checkup (0-5 years),M9 ,CHILD IMMUNISATION,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,10.11,Childhood Diseases - Diarrhoea,M10 ,Number of cases of Childhood Diseases (0-5 years),2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,11.1.2.a,RDT conducted for Malaria,M11 ,NVBDCP,854,0,854,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,14.2.1,Allopathic- Outpatient attendance,M14 ,Patient Services,385,0,385,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,14.2.2,Ayush - Outpatient attendance,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,M14 ,Patient Services,61,0,61,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,15.2.1,Number of Hb tests conducted,M15 ,Laboratory Testing,166,0,166,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",M15 ,Laboratory Testing,2,0,2,0
Odisha,Koraput,Narayanpatana,2021-2022,January  ,15.3.3.a,Number of pregnant women screened for HIV (by finger prick test),M15 ,Laboratory Testing,51,0,51,0
Odisha,Koraput,Padua,2021-2022,January  ,1.1,Total number of pregnant women registered for ANC,M1 ,Ante Natal Care (ANC),60,0,60,0
Odisha,Koraput,Padua,2021-2022,January  ,1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",M1 ,Ante Natal Care (ANC),60,0,60,0
Odisha,Koraput,Padua,2021-2022,January  ,1.2.1,Number of PW given TT1/ Td1,M1 ,Ante Natal Care (ANC),47,0,47,0
Odisha,Koraput,Padua,2021-2022,January  ,1.2.2,Number of PW given TT2 / Td2,M1 ,Ante Natal Care (ANC),38,0,38,0
Odisha,Koraput,Padua,2021-2022,January  ,1.2.3,Number of PW given TT Booster/ Td Booster,M1 ,Ante Natal Care (ANC),3,0,3,0
Odisha,Koraput,Padua,2021-2022,January  ,1.2.4,Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,M1 ,Ante Natal Care (ANC),52,0,52,0
Odisha,Koraput,Padua,2021-2022,January  ,1.2.5,Number of PW provided full Course 360 Calcium tablets,M1 ,Ante Natal Care (ANC),53,0,53,0
Odisha,Koraput,Padua,2021-2022,January  ,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,M1 ,Ante Natal Care (ANC),44,0,44,0
Odisha,Koraput,Padua,2021-2022,January  ,1.2.7,Number of PW received 4 or more ANC check ups,M1 ,Ante Natal Care (ANC),60,0,60,0
Odisha,Koraput,Padua,2021-2022,January  ,1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,M1 ,Ante Natal Care (ANC),60,0,60,0
Odisha,Koraput,Padua,2021-2022,January  ,1.4.2,Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),M1 ,Ante Natal Care (ANC),36,0,36,0
Odisha,Koraput,Padua,2021-2022,January  ,1.4.3,Number of PW having Hb level<7 (out of total tested cases),M1 ,Ante Natal Care (ANC),3,0,3,0
Odisha,Koraput,Padua,2021-2022,January  ,1.6.1.a,Number of PW tested using POC test for Syphilis,M1 ,Ante Natal Care (ANC),24,0,24,0
Odisha,Koraput,Padua,2021-2022,January  ,1.6.1.b,"Out of above,number of PW found sero positive for Syphilis",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,2.2,Number of Institutional Deliveries conducted (Including C-Sections),M2 ,Deliveries,26,0,26,0
Odisha,Koraput,Padua,2021-2022,January  ,2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,M2 ,Deliveries,26,0,26,0
Odisha,Koraput,Padua,2021-2022,January  ,4.1.1.a,Live Birth - Male,M4 ,Pregnancy outcome & details of new-born,10,0,10,0
Odisha,Koraput,Padua,2021-2022,January  ,4.1.1.b,Live Birth - Female,M4 ,Pregnancy outcome & details of new-born,17,0,17,0
Odisha,Koraput,Padua,2021-2022,January  ,4.1.2,Number of Pre term newborns (< 37 weeks of pregnancy),M4 ,Pregnancy outcome & details of new-born,7,0,7,0
Odisha,Koraput,Padua,2021-2022,January  ,4.4.1,Number of newborns weighed at birth,M4 ,Pregnancy outcome & details of new-born,27,0,27,0
Odisha,Koraput,Padua,2021-2022,January  ,4.4.2,Number of newborns having weight less than 2.5 kg,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,4.4.3,Number of Newborns breast fed within 1 hour of birth ,M4 ,Pregnancy outcome & details of new-born,27,0,27,0
Odisha,Koraput,Padua,2021-2022,January  ,6.1,Women receiving 1st post partum checkups within 48 hours of home delivery,M6 ,Post Natal Care (PNC),0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,M6 ,Post Natal Care (PNC),49,0,49,0
Odisha,Koraput,Padua,2021-2022,January  ,6.3,Number of mothers provided full course of 180 IFA tablets after delivery,M6 ,Post Natal Care (PNC),49,0,49,0
Odisha,Koraput,Padua,2021-2022,January  ,6.4,Number of mothers provided full course of 360 Calcium tablets after delivery,M6 ,Post Natal Care (PNC),49,0,49,0
Odisha,Koraput,Padua,2021-2022,January  ,8.12,Number of Combined Oral Pill cycles distributed,M8 ,Family Planning,348,0,348,0
Odisha,Koraput,Padua,2021-2022,January  ,8.13,Number of Condom pieces distributed,M8 ,Family Planning,1540,0,1540,0
Odisha,Koraput,Padua,2021-2022,January  ,8.14,Number of Centchroman (weekly) pill strips distributed,M8 ,Family Planning,2,0,2,0
Odisha,Koraput,Padua,2021-2022,January  ,8.15,Number of Emergency Contraceptive Pills (ECP) given,M8 ,Family Planning,1,0,1,0
Odisha,Koraput,Padua,2021-2022,January  ,8.16,Number of Pregnancy Test Kits (PTK) used,M8 ,Family Planning,13,0,13,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.1,Child immunisation - Vitamin K (Birth Dose),M9 ,CHILD IMMUNISATION,27,0,27,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.2,Child immunisation - BCG,M9 ,CHILD IMMUNISATION,27,0,27,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.6,Child immunisation - Pentavalent 1,M9 ,CHILD IMMUNISATION,63,0,63,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.7,Child immunisation - Pentavalent 2,M9 ,CHILD IMMUNISATION,54,0,54,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.8,Child immunisation - Pentavalent 3,M9 ,CHILD IMMUNISATION,42,0,42,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.9,Child immunisation - OPV 0 (Birth Dose),M9 ,CHILD IMMUNISATION,27,0,27,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.10,Child immunisation - OPV1,M9 ,CHILD IMMUNISATION,63,0,63,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.11,Child immunisation - OPV2,M9 ,CHILD IMMUNISATION,54,0,54,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.12,Child immunisation - OPV3,M9 ,CHILD IMMUNISATION,42,0,42,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),M9 ,CHILD IMMUNISATION,27,0,27,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.17,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),M9 ,CHILD IMMUNISATION,63,0,63,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.18,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),M9 ,CHILD IMMUNISATION,42,0,42,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.19,Child immunisation - Rotavirus 1,M9 ,CHILD IMMUNISATION,63,0,63,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.20,Child immunisation - Rotavirus 2,M9 ,CHILD IMMUNISATION,54,0,54,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.21,Child immunisation - Rotavirus 3,M9 ,CHILD IMMUNISATION,42,0,42,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.22,Child Immunisation- PCV 1,M9 ,CHILD IMMUNISATION,63,0,63,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.23,Child Immunisation- PCV 2,M9 ,CHILD IMMUNISATION,45,0,45,0
Odisha,Koraput,Padua,2021-2022,January  ,9.1.24,Child Immunisation- PCV Booster,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,M9 ,CHILD IMMUNISATION,65,0,65,0
Odisha,Koraput,Padua,2021-2022,January  ,9.2.2,Child immunisation (9-11months) - Measles 1st dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,9.2.3,Child immunisation (9-11months) - JE 1st dose,M9 ,CHILD IMMUNISATION,65,0,65,0
Odisha,Koraput,Padua,2021-2022,January  ,9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,M9 ,CHILD IMMUNISATION,29,0,29,0
Odisha,Koraput,Padua,2021-2022,January  ,9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,M9 ,CHILD IMMUNISATION,36,0,36,0
Odisha,Koraput,Padua,2021-2022,January  ,9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),M9 ,CHILD IMMUNISATION,62,0,62,0
Odisha,Koraput,Padua,2021-2022,January  ,9.4.3,Child immunisation - DPT 1st Booster,M9 ,CHILD IMMUNISATION,62,0,62,0
Odisha,Koraput,Padua,2021-2022,January  ,9.4.4,Child immunisation - OPV Booster,M9 ,CHILD IMMUNISATION,62,0,62,0
Odisha,Koraput,Padua,2021-2022,January  ,9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,M9 ,CHILD IMMUNISATION,62,0,62,0
Odisha,Koraput,Padua,2021-2022,January  ,9.5.2,Children more than 5 years received DPT5 (2nd Booster),M9 ,CHILD IMMUNISATION,41,0,41,0
Odisha,Koraput,Padua,2021-2022,January  ,9.5.3,Children more than 10 years received TT10/ Td10,M9 ,CHILD IMMUNISATION,52,0,52,0
Odisha,Koraput,Padua,2021-2022,January  ,9.5.4,Children more than 16 years received TT16/ Td16,M9 ,CHILD IMMUNISATION,28,0,28,0
Odisha,Koraput,Padua,2021-2022,January  ,9.6.1,Number of cases of AEFI - Abscess,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,9.6.2,Number of cases of AEFI - Death,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,9.6.3,Number of cases of AEFI - Others,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,9.7.1,Immunisation sessions planned,M9 ,CHILD IMMUNISATION,40,0,40,0
Odisha,Koraput,Padua,2021-2022,January  ,9.7.2,Immunisation sessions held,M9 ,CHILD IMMUNISATION,40,0,40,0
Odisha,Koraput,Padua,2021-2022,January  ,9.7.3,Number of Immunisation sessions where ASHAs were present,M9 ,CHILD IMMUNISATION,40,0,40,0
Odisha,Koraput,Padua,2021-2022,January  ,9.8.1,Child immunisation - Vitamin A Dose - 1,M9 ,CHILD IMMUNISATION,65,0,65,0
Odisha,Koraput,Padua,2021-2022,January  ,9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),M9 ,CHILD IMMUNISATION,2344,0,2344,0
Odisha,Koraput,Padua,2021-2022,January  ,9.11,Number of severely underweight children provided Health Checkup (0-5 years),M9 ,CHILD IMMUNISATION,3,0,3,0
Odisha,Koraput,Padua,2021-2022,January  ,10.11,Childhood Diseases - Diarrhoea,M10 ,Number of cases of Childhood Diseases (0-5 years),5,0,5,0
Odisha,Koraput,Padua,2021-2022,January  ,11.1.1.a,Total Blood Smears Examined for Malaria,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,11.1.2.a,RDT conducted for Malaria,M11 ,NVBDCP,823,0,823,0
Odisha,Koraput,Padua,2021-2022,January  ,11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Padua,2021-2022,January  ,14.1.1,Outpatient - Diabetes,M14 ,Patient Services,5,0,5,0
Odisha,Koraput,Padua,2021-2022,January  ,14.1.2,Outpatient - Hypertension,M14 ,Patient Services,34,0,34,0
Odisha,Koraput,Padua,2021-2022,January  ,14.1.3,Outpatient - Stroke (Paralysis),M14 ,Patient Services,0,0,0,0
